55.425625 0.000000e+00 1.622319e+08
53.693573 2.040999e+04 1.674652e+08
51.961525 1.632825e+05 1.730474e+08
50.229473 5.511087e+05 1.790145e+08
48.497421 1.306510e+06 1.854079e+08
46.765369 2.552492e+06 1.922749e+08
45.033321 4.412932e+06 1.996700e+08
43.301270 7.013398e+06 2.076568e+08
41.569218 1.048242e+07 2.163092e+08
39.837170 1.495335e+07 2.257140e+08
38.105118 2.056695e+07 2.359737e+08
36.373066 2.747503e+07 2.472105e+08
34.641014 3.584533e+07 2.595711e+08
32.908966 4.586811e+07 2.732327e+08
31.176914 5.776508e+07 2.884123e+08
29.444862 7.180150e+07 3.053777e+08
27.712812 8.830272e+07 3.244638e+08
25.980762 1.076772e+08 3.460947e+08
24.248711 1.304491e+08 3.708158e+08
22.516661 1.573058e+08 3.993401e+08
20.784609 1.891681e+08 4.326184e+08
19.052559 2.272986e+08 4.719474e+08
17.320507 2.734745e+08 5.191421e+08
15.588457 3.302735e+08 5.768246e+08
13.856406 4.015735e+08 6.489276e+08
12.124355 4.934765e+08 7.416316e+08
10.392304 6.161486e+08 8.652369e+08
8.660254 7.878436e+08 1.038284e+09
6.928203 1.044864e+09 1.297855e+09
5.196152 1.470937e+09 1.730474e+09
3.464102 2.310423e+09 2.595710e+09
1.732051 4.674765e+09 5.191421e+09
0.000000 2.830754e+10 inf
1.732051 4.674188e+09 5.191421e+09
3.464102 2.309275e+09 2.595710e+09
5.196152 1.469231e+09 1.730474e+09
6.928203 1.042619e+09 1.297855e+09
8.660254 7.850831e+08 1.038284e+09
10.392304 6.129043e+08 8.652369e+08
12.124355 4.897850e+08 7.416316e+08
13.856406 3.974777e+08 6.489276e+08
15.588457 3.258219e+08 5.768246e+08
17.320507 2.687209e+08 5.191421e+08
19.052559 2.223016e+08 4.719474e+08
20.784609 1.839906e+08 4.326184e+08
22.516661 1.520143e+08 3.993401e+08
24.248711 1.251125e+08 3.708158e+08
25.980762 1.023659e+08 3.460947e+08
27.712812 8.308724e+07 3.244638e+08
29.444862 6.675117e+07 3.053777e+08
31.176914 5.294634e+07 2.884123e+08
32.908966 4.134287e+07 2.732327e+08
34.641014 3.166928e+07 2.595711e+08
36.373066 2.369586e+07 2.472105e+08
38.105118 1.722260e+07 2.359737e+08
39.837170 1.207042e+07 2.257140e+08
41.569218 8.074628e+06 2.163092e+08
43.301270 5.080170e+06 2.076568e+08
45.033321 2.938255e+06 1.996700e+08
46.765369 1.503916e+06 1.922749e+08
48.497421 6.343680e+05 1.854079e+08
50.229473 1.879494e+05 1.790145e+08
51.961525 2.349326e+04 1.730474e+08
53.693573 0.000000e+00 1.674652e+08
